C1QC	C1QB	0.999
STX3	STX1B	0.554
ABCC8	USH1C	0.554
CASK	SLC5A7	0.554
FMR1	RAC1	0.554
FAIM2	SLC6A1	0.554
GAP43	SLC17A6	0.554
KCTD8	DLGAP1	0.554
KCNA1	ADAM23	0.554
CACNG7	OLFM3	0.554
GABRD	GAD1	0.554
DCC	MAPK14	0.554
SLC18A3	AP3B1	0.554
FXYD6	DRD2	0.553
CALCA	ACHE	0.553
HPCA	SYN1	0.553
COMT	PPP1R1B	0.553
SYNPR	RAB3C	0.553
CTNND1	GSK3B	0.553
GLRA4	GRIN1	0.553
KCNB1	KCNK1	0.553
CCK	SLC17A6	0.553
SHISA8	GRIA4	0.553
RAB2B	FGA	0.553
RPS18	RPS6KB1	0.553
PACSIN1	GABRD	0.553
GLRA1	TTYH1	0.553
PTK2B	GRIA4	0.553
KCNJ9	MT3	0.553
GRIN1	ATP2B3	0.553
BDNF	EFNA5	0.553
NLGN3	SYN1	0.553
PRKCZ	DLG5	0.553
SCN2A	GABRB3	0.553
CHRNA4	SLC17A7	0.552
SHISA8	PTK2B	0.552
NEFL	MYO5A	0.552
GAD2	MAP2	0.552
COPS4	PSMA3	0.552
ATP1A3	ANK2	0.552
NTRK2	SLC17A7	0.552
ARRB2	NTSR1	0.552
IL1RAP	C1QBP	0.552
NRXN1	CTNNA2	0.551
USP46	YWHAH	0.551
GPC4	SRGN	0.551
PLCB4	CHRNA1	0.551
ARRB2	DRD3	0.551
AKT1	RPS3	0.551
SRC	RAB11A	0.551
GRIA3	UNC13B	0.551
SYNPR	KCNJ9	0.551
SLC6A1	KCNC1	0.551
YWHAQ	ITGA3	0.551
CDK16	YWHAH	0.551
KCNJ9	HRH3	0.551
GRIA3	SHISA8	0.551
GSG1L	GRIA2	0.551
ERC2	SYT1	0.551
ATP2B2	MT3	0.551
SVOP	SV2B	0.551
PDYN	GAD1	0.551
CHRNA4	STXBP5	0.550
SYN2	GABRA5	0.550
SCN10A	KCNA1	0.550
KCNJ9	SLC32A1	0.550
CHRNA2	STXBP5	0.550
EIF4E	SUMO1	0.550
ATP2B2	CALB1	0.550
SYNGR1	SYT1	0.550
NLGN3	GRIA2	0.550
PTK2B	SHISA7	0.550
MINK1	PPP2R2A	0.550
CPLX3	STX3	0.550
NEFH	SYP	0.550
DRD2	CHAT	0.550
HNRNPD	XRN1	0.550
ABI1	SHANK1	0.550
WNT3A	EGFR	0.550
STXBP5	CHRNB4	0.550
VPS45	RAB5B	0.550
DNM2	NDEL1	0.550
CHRNA7	COMT	0.550
NCS1	ITPR1	0.550
GRIK4	GRIN2D	0.550
STX2	PCDH8	0.550
LRP4	EGFLAM	0.550
CDKL5	GABRB3	0.550
GABRG2	SYT1	0.550
ARF6	AP3B1	0.550
MPDZ	SRC	0.549
LGI1	EGFLAM	0.549
PDLIM5	ACTN2	0.549
GPER1	MTOR	0.549
CACNA1D	SYT1	0.549
DOC2B	VAMP2	0.549
HRAS	SNAP23	0.549
DLGAP3	GRIK5	0.549
PTK2B	CACNG7	0.549
DRD1	GRIA2	0.549
GABRR3	ADRA1A	0.549
CNTNAP4	NLGN3	0.549
EIF3B	HNRNPD	0.549
KIF1A	PPFIA4	0.549
GRM1	SGTA	0.549
ACHE	CHRNA1	0.549
HTT	RPS6KB1	0.548
C1QC	C1QBP	0.548
GLRA1	GABRE	0.548
CHRNA4	SLC5A7	0.548
PTK2B	HTR3B	0.548
YES1	CTNNB1	0.548
NEFL	KIF5A	0.548
SYN2	CALM3	0.548
KCNA2	NRCAM	0.548
ADAM23	RIMS2	0.548
GRID1	CBLN2	0.548
NRXN2	CDH9	0.548
RAB4A	VAMP7	0.548
PDE2A	LRRC7	0.548
ZC4H2	DMD	0.548
MYO5A	DLGAP1	0.548
NEFL	GABRA1	0.548
GABRA1	KCNA1	0.547
CHRNA7	DRD2	0.547
PRNP	SRC	0.547
RAPGEF4	SNAP25	0.547
PPP1CC	CALM3	0.547
TRAPPC4	RAB33B	0.547
KCNA3	LIN7C	0.547
PTPRZ1	ADD2	0.547
GSK3B	VDAC1	0.547
AKT1	PLD1	0.547
ITSN1	PRKCZ	0.547
PABPC1	FUS	0.547
SYNC	DMD	0.547
LRRTM1	SLC32A1	0.547
SRGAP2	FCHO2	0.547
RPS23	PSMC4	0.547
KIF5A	KCNC1	0.547
LRRC4B	SYN1	0.546
HTT	USP14	0.546
RPS13	DROSHA	0.546
AKT1	RAB11A	0.546
NLGN3	CDH9	0.546
SNAPIN	SYT1	0.546
FAIM2	MT3	0.546
HPCA	PLD2	0.546
DRD1	CHAT	0.546
TULP1	WFS1	0.546
CPLX3	SYT2	0.546
PTEN	PTCH1	0.546
DRD2	CALM1	0.546
KIF1A	UNC13B	0.546
SYNPR	NRXN1	0.546
PDYN	SLC17A6	0.546
SHARPIN	ITGA2	0.545
ZDHHC17	CLTB	0.545
MPP2	DLGAP4	0.545
SPG11	BLOC1S6	0.545
GAD1	GABRA5	0.545
AKT1	PLD2	0.545
SH3GL2	SLC17A6	0.545
RPS14	DRD1	0.545
SLC18A3	CALB1	0.545
NMNAT2	SNAP25	0.545
SYT12	SYN1	0.545
PPFIA3	RIMS2	0.545
CALCA	ANK1	0.545
GABRR3	GRM1	0.545
AKT1	CNR1	0.545
UNC13B	STX4	0.545
CHAT	SLC18A2	0.545
GABRG3	DLGAP2	0.544
SYT2	KCNIP3	0.544
AKT1	PGRMC1	0.544
GRIK5	GRIN3B	0.544
ACTB	CALM2	0.544
MYO7A	ATP2B2	0.544
GABRP	GLRA4	0.544
FRRS1L	ABR	0.544
GABRA2	ZDHHC17	0.544
KCNA1	NRCAM	0.544
CALCA	NEFH	0.544
NTRK2	PPP1R1B	0.544
CHRFAM7A	FUS	0.544
SYNGAP1	RAP1A	0.544
BACE1	STAT3	0.544
MPP2	LRFN5	0.544
SYN2	SYNJ1	0.544
SYNJ1	VPS35	0.544
GRIA3	SLC17A7	0.544
FMR1	GABRB3	0.544
CDC42	MYO5A	0.544
GRM1	SLC17A6	0.543
GABRR3	ADRA2C	0.543
TENM2	EPHB1	0.543
CNR1	NAAA	0.543
DRD1	SLC17A6	0.543
ACTN2	MYH10	0.543
CNR1	NTRK2	0.543
APBA2	SRC	0.543
TRAPPC4	RAB11A	0.543
SRC	DLG1	0.543
CALCA	CALB1	0.543
CYFIP1	NLGN3	0.543
DFNB31	EPB41	0.543
UNC5C	FLRT3	0.543
GABRP	GLRA1	0.543
HTT	RHEB	0.543
SEC22B	VPS45	0.543
PTK2B	CTTN	0.543
CACNG4	HTR3B	0.543
SYT12	SNAP47	0.543
SCN2A	SYT1	0.543
SYNPR	SLC32A1	0.542
GLRA4	GABRE	0.542
SCRIB	PRKCI	0.542
NDEL1	TUBA1A	0.542
SYN2	ERC2	0.542
RPLP2	SYP	0.542
DROSHA	FMR1	0.542
KCNA2	KCNC1	0.542
NPTXR	NPTX1	0.542
GPHN	SLC8A3	0.542
DNM1L	POLG	0.542
CHAT	PPP1R1B	0.542
CACNG7	SHANK1	0.542
PCDH17	ABI2	0.542
EIF3B	EEF1A2	0.542
KCNA4	LIN7C	0.541
ACTN1	MYH10	0.541
SYT12	DGKQ	0.541
GRM8	GRIA4	0.541
SHISA6	GRIN2D	0.541
SYT6	SYN1	0.541
CTBP1	MDM2	0.541
ATP1A3	SNAP25	0.541
KCNJ9	ATP2B3	0.541
MAP2	GRIA2	0.541
GRIP1	EFNB3	0.541
MAP2	GAD1	0.541
KCTD8	GABRB1	0.541
SEPT8	STX1A	0.541
RAB3B	SYT1	0.541
DNM3	HOMER1	0.541
GRIN1	SIGMAR1	0.541
ITSN1	SNAP23	0.541
SVOP	RAB3C	0.541
EEA1	RAB21	0.541
STX19	SYT1	0.540
VAMP2	SYPL1	0.540
KCNJ9	CALY	0.540
SHISA8	CACNG8	0.540
SHISA8	GRIN3B	0.540
KCNA3	NTRK2	0.540
STXBP5	CHRNA9	0.540
SYN1	SHANK1	0.540
PTK2B	CACNG4	0.540
SHISA6	HTR3B	0.540
CACNG7	HTR3B	0.540
SYNGAP1	CDKL5	0.540
GABRR1	TTYH1	0.540
TTYH1	GABRE	0.540
NTF4	NTSR1	0.540
SHISA6	PTK2B	0.540
SHISA8	CACNG4	0.540
GABRR2	TTYH1	0.540
GABRP	TTYH1	0.540
PTK2B	JAK2	0.540
SHISA9	PTK2B	0.540
GABRR3	TTYH1	0.540
NPTX2	CBLN1	0.540
TMEM230	STX1B	0.540
COMT	HTR3B	0.540
STXBP5	CHRNE	0.540
CNR1	NTS	0.540
PABPC1	MAPK14	0.540
SHISA6	GRIN3B	0.540
SHISA7	HTR3B	0.540
PTEN	MTMR2	0.540
STXBP5	CHRNA1	0.540
NSG1	GRIPAP1	0.540
SHISA8	GRIN2D	0.540
SHISA8	HTR3B	0.540
SYT2	ERC2	0.540
KCNB1	SLC1A2	0.540
STXBP5	CHRNB1	0.540
CACNG8	HTR3B	0.540
SLC6A1	SYP	0.540
SHISA7	GRIN3B	0.540
NTF3	NTSR1	0.539
GRM1	GRID1	0.539
GPR98	CNGB1	0.539
SYT1	RABAC1	0.539
NETO1	GRIA2	0.539
HPCA	SNAP25	0.539
ATP2B2	USH1C	0.539
RTN4	SEMA4C	0.539
VPS45	STX3	0.539
SCN2A	KCNA3	0.539
DRD2	NTRK2	0.539
CNTN6	ANK3	0.539
SCN2A	FYN	0.539
YWHAQ	PSMA3	0.539
SYNJ1	TMEM230	0.539
PPT1	SLC2A8	0.539
SH3GL2	FAIM2	0.539
NOS1AP	DMD	0.539
SYNGAP1	FYN	0.539
GRIN1	NETO1	0.539
KCNJ9	SLC6A1	0.539
PRNP	GRIA2	0.539
GRIK1	SLC1A2	0.539
DRD1	SLC32A1	0.539
SNPH	SYNJ2	0.539
KCNK2	KCNMA1	0.539
GRIK4	GRIN3B	0.539
WNT3A	ADAM10	0.539
GIPC1	RAB5A	0.538
SV2B	SLC32A1	0.538
RAB3C	STXBP5L	0.538
LRRTM3	NLGN3	0.538
NRXN1	GAD2	0.538
KCNJ9	CNTN2	0.538
RAB27A	ARF6	0.538
ACHE	SYP	0.538
SYN1	CALB1	0.538
FMR1	ARC	0.538
GRIN1	CHRNA4	0.538
SLC30A3	SLC17A7	0.538
PAK7	ARHGEF9	0.538
SYN2	SRC	0.538
PDE2A	PRKACA	0.538
PLD1	ARFGAP1	0.538
USP46	WASF1	0.538
NTF3	CALCA	0.538
HAP1	NTRK2	0.538
SYN1	SLC1A2	0.538
NTRK3	CTNNB1	0.538
SYN2	SYNGR1	0.537
C15orf59	SLITRK3	0.537
HTR1B	CALCA	0.537
CALM3	MYH9	0.537
COMT	GAD1	0.537
NTRK2	RTN4R	0.537
SYPL2	SYNGR4	0.537
PENK	PPP1R1B	0.537
RPS23	PSMA3	0.537
SYT7	SYP	0.537
CHRNA7	ACHE	0.537
NRXN1	ACHE	0.537
EIF4EBP1	STAT3	0.537
USP46	GRIA2	0.537
MYO5A	STX1A	0.537
ACTN2	ATP2A2	0.536
GRIA2	PTPRN	0.536
GABRD	KCNJ9	0.536
FCHSD2	CASK	0.536
NRP2	EFNB2	0.536
SYNGR1	RAB3C	0.536
AKT1	EFNA5	0.536
NRXN1	CNTN2	0.536
RAB18	ARF1	0.536
CCK	CSPG5	0.536
ENSG00000196689	P2RY1	0.536
CALM1	MYH9	0.536
BDNF	EFNB3	0.536
GABRD	GAD2	0.536
PSMC5	EEF2	0.536
GABRA1	NRXN1	0.536
ANK2	ABCC8	0.536
NRG3	DLGAP1	0.536
BDNF	ACTB	0.535
KCNJ9	ATP2B2	0.535
SCN2A	GRIK5	0.535
KCNJ9	FAIM2	0.535
BDNF	CALB2	0.535
GSK3B	USH2A	0.535
STX2	SYT2	0.535
BDNF	FMR1	0.535
RAB5B	ARFGAP1	0.535
NTF4	KCNC3	0.535
ARRB2	EPHB2	0.535
SLC6A1	MT3	0.535
ATP2A2	ATP2B4	0.535
PDYN	SLC32A1	0.535
SYT7	STX11	0.535
HTR1B	COMT	0.535
SRC	CRHR2	0.534
HPCA	KCNJ9	0.534
DNM1L	GSK3B	0.534
SYNJ1	SOS1	0.534
STX4	STXBP5L	0.534
CDC42	NRP1	0.534
CHRNA4	SLC6A4	0.534
ITPR1	CANX	0.534
MYO5A	ADD3	0.534
CTNNA2	LRRTM3	0.534
KCNJ9	PSD2	0.534
GABRB2	SLC17A6	0.534
SLITRK1	GABRA5	0.534
SV2B	TNN	0.534
NF1	RHEB	0.534
GAD1	KCNC1	0.534
CTTN	GRIA2	0.534
DRD1	HRH3	0.534
ITGB1	CANX	0.534
GAK	STX1B	0.533
KIF1A	SYP	0.533
SYT8	SYN1	0.533
GABRR3	CALCA	0.533
OPRM1	PLD2	0.533
APBA2	MPP2	0.533
CHRNA4	COMT	0.533
CHRNA4	KCNMA1	0.533
ATP2B2	STX1B	0.533
ADRB1	COMT	0.533
HTR3D	ZACN	0.533
CHRM4	DGKE	0.533
GABRB3	GRIA2	0.533
GABRD	GRIA2	0.533
SCN2A	CHRNA4	0.533
ATP2B2	KCNC1	0.532
STX7	RAB11A	0.532
EGFR	RHEB	0.532
ERBB4	DTNBP1	0.532
GAP43	CNTN2	0.532
GRIN1	PSEN1	0.532
DENND1A	CLTB	0.532
GRIK2	GRIN3B	0.532
SYNPR	GRIA2	0.532
EPHB1	SEMA4C	0.532
SYN1	SYT10	0.532
SYNPR	CCK	0.532
ZDHHC17	SH3GL3	0.532
KCNC1	ATP2B3	0.532
RAB5A	PGRMC1	0.532
ITGB1	NRP1	0.532
GABRD	HPCA	0.531
LIN7A	CNTN1	0.531
DRD3	PALMD	0.531
SYNPR	ATP2B3	0.531
ADRB1	CHRNA1	0.531
KIF1A	SYT1	0.531
NRXN1	TULP1	0.531
KCNA2	KCNK1	0.531
RTN4	EFNA5	0.531
OTOF	RIMS2	0.531
NTF4	CHAT	0.531
CACNG7	GABRD	0.531
NEFL	SYN2	0.531
SHISA6	OLFM3	0.531
GRIA3	NRXN1	0.531
YWHAQ	PRNP	0.530
CRKL	CTNNB1	0.530
RPL6	PSMC4	0.530
DFNB31	OTOF	0.530
EEF2	RHEB	0.530
ADRA2C	COMT	0.530
GRIK2	NRXN1	0.530
NRXN1	LPHN1	0.530
DFNB31	KCNMA1	0.530
PDYN	CALB1	0.530
SLC18A2	SLC6A1	0.530
CALCA	CDH1	0.530
GABRR3	ADRB1	0.530
CASK	ATP2B4	0.530
ARF1	PTK2B	0.530
GABRB3	SLC6A1	0.530
AKT1	EFNB1	0.530
ADRA1A	COMT	0.530
ADRA2C	CALCA	0.530
ACTN2	KCNA4	0.530
GRIK5	HTR3B	0.530
SYNPR	MT3	0.530
GABRD	ATP2B3	0.530
CDC42	WNT5A	0.530
OPRM1	SCN10A	0.530
BDNF	OPRK1	0.530
AKT1	SCRIB	0.530
AKT1	DROSHA	0.530
GRIK3	GRM8	0.530
SRC	GSK3B	0.530
SYT7	RAB27A	0.529
KCNC2	CALB2	0.529
NOS1	CHAT	0.529
GRIK4	SLC1A2	0.529
POLG	NPTX2	0.529
SVOP	SYT1	0.529
SH3KBP1	OPHN1	0.529
CHRM1	GABRB2	0.529
HRH3	CBLN4	0.529
UNC13B	SNAP23	0.529
CNTN2	NRXN2	0.529
ITPR1	ITPKA	0.529
SLC18A3	SLC6A4	0.529
PRKCZ	YWHAH	0.529
NTNG1	LRFN2	0.529
ACTB	RPS9	0.529
LIN7A	DLG5	0.529
APBA2	AAK1	0.529
KIF5C	MAP2	0.529
GLRA1	GRIN1	0.529
ATP1A1	ANK2	0.529
NRXN1	RIMS3	0.529
GABRD	CHRM1	0.528
KIF1A	TUBB2B	0.528
TUBA1A	SNAP25	0.528
ACTB	RAB8B	0.528
GLRA1	GAD2	0.528
MME	GNRH1	0.528
KCNA1	MTOR	0.528
DLG1	PRKCI	0.528
ATP2B3	SLC32A1	0.528
CHRNA4	SLC32A1	0.528
CHRM2	NPTN	0.528
GRIA4	NPTX2	0.528
LRRC4B	ARHGAP44	0.528
SCN2A	KCNMA1	0.528
GRIK3	GRIN1	0.528
SLC6A17	LRP8	0.528
DRD3	DARS	0.528
SYNPR	GABRD	0.528
KCNJ9	RGS7BP	0.528
GRIN1	CAMK4	0.528
RAB27A	SNAP23	0.528
CLSTN2	GSG1L	0.527
COPS5	CTNNB1	0.527
ATAD1	GRIA2	0.527
KCNC1	CALB1	0.527
STX2	NTS	0.527
KIF5A	SYT1	0.527
GRIK2	SHISA6	0.527
MAP1LC3A	NAAA	0.527
DRD1	SLC6A1	0.527
KCNJ4	LIN7C	0.527
ACTN2	HTR1B	0.527
GIPC1	OTOF	0.527
GRIN1	NRXN2	0.527
CNTNAP4	KCNJ9	0.527
SYNPR	SYN1	0.527
ADRA2C	NTS	0.527
ANXA1	SRC	0.527
GAD2	GABRA5	0.527
GRIK4	CACNG7	0.527
NRXN2	SYP	0.527
INA	DLG1	0.527
PLCG1	CLTA	0.527
GRID1	DLGAP1	0.527
ENSG00000196689	P2RX4	0.526
AGRN	EGFR	0.526
CNR1	SLC6A4	0.526
COLQ	CHAT	0.526
NLGN3	SLC17A7	0.526
DTNA	SNAP23	0.526
GRIN1	GRM8	0.526
MAP1LC3A	EIF4EBP1	0.526
GAP43	CHAT	0.526
SYN1	PPP1R1B	0.526
PPFIA3	NRXN2	0.526
WASF1	FYN	0.526
GRIK2	HTR3B	0.526
NUMB	FCHO2	0.526
GHRH	NTS	0.526
DRD1	SNAP25	0.526
ADRA1A	CALCA	0.526
SYN1	DBN1	0.526
KCNA2	KCNJ4	0.526
DLG1	ERBB4	0.526
KIF5C	MYH10	0.526
AGRN	ERBB4	0.525
PRRT2	CDKL5	0.525
SHANK1	ACPT	0.525
AP3D1	BLOC1S6	0.525
MTOR	PPP2R2A	0.525
GAD2	GABRB1	0.525
NRXN1	ANK3	0.525
GABRD	SLC17A7	0.525
GABRB3	SLC6A4	0.525
FYN	NTRK2	0.525
GABRA2	CRHBP	0.525
BDNF	EFNB2	0.525
PTPRZ1	NRXN2	0.525
GLUL	SLC17A7	0.525
PTPRN	SNAP25	0.525
GRIN1	CNR1	0.525
GAD1	DTNBP1	0.525
DNM1L	HTT	0.525
GRIK3	GRM1	0.525
CHRM4	CHRNA2	0.525
CD3E	ITGA2	0.524
SPARCL1	GPC1	0.524
GRM8	GRID1	0.524
SLC17A6	CHRNB4	0.524
SYNPR	CBLN4	0.524
GABRG2	STX1B	0.524
LIN7A	EGFR	0.524
PTEN	ACTB	0.524
GRM1	CBLN1	0.524
FCHSD2	NDEL1	0.524
BACE1	RHEB	0.524
GRM1	NTRK2	0.524
CADM2	NLGN3	0.524
CALB2	SYN1	0.524
PRRT2	SCN2A	0.524
RPS3A	YWHAG	0.524
EPHA7	SEMA4C	0.524
SCN2A	SLC6A1	0.524
ENAH	RAC1	0.523
SYN2	SLITRK1	0.523
KCNN2	KCNA1	0.523
CTTN	SHANK1	0.523
GRIK2	SCN2A	0.523
CCK	DRD2	0.523
ADRA2C	SLC6A4	0.523
HAP1	ITPR1	0.523
PDYN	KCNIP3	0.523
LAMP5	SLC32A1	0.523
GPER1	SLC1A2	0.523
ARC	NTRK2	0.523
CNTN5	JAK2	0.523
GLRA4	CNR1	0.523
EEF2	CALM3	0.523
RAB11A	MYH9	0.523
PTPRS	STAT3	0.523
SLC18A2	PPP1R1B	0.523
CNTN2	FAIM2	0.523
SYNPR	SLC6A1	0.523
KIF5C	KCNC1	0.523
SRC	EPB41	0.522
KCNMA1	CAMK4	0.522
STXBP5	CPLX1	0.522
LIN7A	CAMK2B	0.522
NEDD4	DMD	0.522
GRIN1	MAPK14	0.522
CCK	GRIN1	0.522
GABRA1	SLC17A7	0.522
VAMP4	SYT10	0.522
NTF3	MAP2	0.522
IGSF9B	BRSK1	0.522
KCNA2	SCN10A	0.522
CDC42	DLG1	0.522
NEDD4	DVL1	0.522
CAMK2B	LIN7B	0.522
CAMK2B	LIN7C	0.522
CDKL5	COMT	0.522
CRYAB	FAIM2	0.522
SYNJ2	OTOF	0.522
ARRB2	DRD1	0.522
ATP2A2	CALM1	0.522
SCN10A	MAPK14	0.522
PTPRO	STAT3	0.522
CNR1	SLC17A7	0.522
LRRC4B	PPFIA3	0.521
KCNB1	CALM1	0.521
NTF3	RTN4	0.521
CYFIP1	GABRG3	0.521
NRXN1	IL1RAPL1	0.521
LRP4	CTNNB1	0.521
SEC22B	RAB11A	0.521
CDC42	EPHB1	0.521
PDYN	HPCA	0.521
KIF1A	RAB3C	0.521
GABRD	HRH3	0.521
BNIP3	VDAC1	0.521
SYT5	VAMP4	0.521
CNR1	GRIA2	0.521
PCDH17	NPTX2	0.520
HTT	HDAC4	0.520
GRIA3	GABRB2	0.520
SLC16A3	EMB	0.520
RAB3C	SNCAIP	0.520
DRD1	CPEB4	0.520
SYT8	SNAP47	0.520
NTRK2	SLC6A4	0.520
CNTN2	LRRTM1	0.520
CTTN	DBN1	0.520
BDNF	EFNA2	0.520
PACSIN1	FCHSD1	0.520
ARFGEF2	RAB11A	0.520
OTOF	WFS1	0.520
BDNF	SLC6A2	0.520
BDNF	NEFH	0.520
MTOR	NTRK2	0.520
ARC	NPAS4	0.519
BDNF	EFNB1	0.519
SYN2	SLC6A1	0.519
INA	SYP	0.519
PSEN1	CDK5R1	0.519
LRFN5	SYN1	0.519
NRCAM	FYN	0.519
CRKL	MAF1	0.519
ARRB2	CHRM1	0.519
GABRA1	GRIK3	0.519
PDPK1	PRKACA	0.519
ACTR2	CALM2	0.519
CHRM1	ACHE	0.519
NRCAM	BACE1	0.519
SCN2A	ATP2B2	0.519
IGSF9B	GAD1	0.519
GABRR3	SYP	0.519
SCRIB	STX4	0.519
CPT1C	SHANK1	0.519
SYNPR	LRRTM1	0.519
ARHGAP22	ACTN1	0.519
BDNF	SLC18A2	0.519
SLC6A1	ATP2B3	0.519
NTRK2	CALB1	0.519
NRXN1	GRIA4	0.519
UNC13B	DGKE	0.518
CALB1	NTS	0.518
SYNJ1	PAK7	0.518
GRIA3	CPT1C	0.518
RAB8B	STX1A	0.518
RAB8B	STX1B	0.518
RPL14	TUFM	0.518
SCN2A	SNAP25	0.518
SNAP47	SYT10	0.518
VAMP2	SLC17A6	0.518
HAPLN1	NPTX2	0.518
IL1RAPL1	NLGN3	0.518
OPRM1	CHRNA4	0.518
SLITRK3	NLGN3	0.518
MIB1	YWHAH	0.518
DRD3	GRM1	0.518
TUFM	POLG	0.518
CNR1	SLC32A1	0.517
GRIK2	SRC	0.517
KCNJ9	SNAP25	0.517
DRD2	SLC32A1	0.517
KCNA1	GAD2	0.517
SLC6A1	CALB1	0.517
SNAPIN	SYT2	0.517
RAB4A	RABAC1	0.517
RAB3B	SYT2	0.517
CTBP1	HDAC4	0.517
PPP1R1B	SLC17A7	0.517
SRC	MTMR2	0.517
SYT9	SYP	0.517
ARF1	CALM3	0.517
GABRG2	NRXN1	0.517
CPLX3	SYT1	0.517
DTNA	SSPN	0.517
MDM2	PSMA3	0.517
BNIP3	CDH1	0.517
KCNJ9	SLC8A2	0.517
GRIN1	FAIM2	0.517
SPARCL1	SLC6A1	0.517
DRD3	CHRNA4	0.517
CNTN1	NPTX1	0.517
DLG1	GRIN2D	0.516
PDYN	CHAT	0.516
RAB5B	VPS35	0.516
AKT1	RAP1A	0.516
NTRK2	SLC32A1	0.516
SYNGAP1	ARF6	0.516
ERBB4	LIN7B	0.516
GLRA1	CNR1	0.516
KCNC2	CALB1	0.516
SLC6A1	SYT1	0.516
PTCH1	WNT5A	0.516
SYNJ1	SYN1	0.516
INA	SNAP25	0.516
CPEB2	GRIPAP1	0.516
ATP2B4	CALB1	0.516
CNTN2	GRIA2	0.516
VAMP7	SYT10	0.516
KCNJ9	KCND3	0.516
STX7	VPS35	0.516
GPER1	CALM1	0.516
DNAJC6	TMEM230	0.516
GRIK2	DLGAP1	0.516
HTT	SNAP25	0.516
ARRB1	GSK3B	0.516
EGFR	LIN7B	0.516
SYN2	STX1B	0.515
LRRC4B	CBLN1	0.515
GLRA1	SLC6A2	0.515
GRIK4	CACNG8	0.515
KCNK1	KCNA4	0.515
SYNPR	SLC1A2	0.515
NTS	STX1B	0.515
PCDH17	LRRTM1	0.515
HPCA	CALB2	0.515
GRIPAP1	PPFIA3	0.515
GRIA3	BCL11A	0.515
CYFIP1	GSK3A	0.515
SYT5	SNAP47	0.515
PRKCZ	EGFR	0.515
DLG1	SHANK1	0.515
JAK2	BACE1	0.515
SVOP	SV2C	0.515
SRC	MAP2	0.515
ATP2B2	GRIA2	0.515
GABRA1	DRD1	0.515
RAB3C	SYP	0.515
CYFIP2	FLNA	0.514
AKT1	PPP1CC	0.514
NRXN1	NRCAM	0.514
KCNK1	KCNJ2	0.514
PTPRS	LRFN5	0.514
SYT9	SNAP47	0.514
SCN10A	ACTB	0.514
BDNF	DTNBP1	0.514
SYN1	SLC8A2	0.514
AKT1	HDAC4	0.514
OPRM1	HTR3B	0.514
SRC	EFNA2	0.514
GABRA1	CHRM1	0.514
CTNNB1	RAPSN	0.514
OPRM1	CALM1	0.514
HRAS	CLU	0.514
OPRM1	FLNA	0.514
ATP2A2	ATP2B2	0.513
GPHN	LRRTM2	0.513
ATP1A3	SLC8A2	0.513
GABRA1	LGI1	0.513
GRIN1	CNTN2	0.513
MTOR	EIF3B	0.513
CCK	CHAT	0.513
CNTN2	SLC6A1	0.513
EIF3B	PSMC5	0.513
DGKB	CHRM1	0.513
GAD1	SLC18A2	0.513
ATP1A2	ATP2B3	0.513
SCN2A	GRIA2	0.513
UNC13B	STXBP5L	0.513
CDC42	EEA1	0.513
GAD1	PPP1R1B	0.513
ACTN1	ACTR2	0.513
PTEN	WNT5A	0.513
KIF5A	SNAP25	0.513
DRD1	DARS	0.513
CDC42	VAMP4	0.513
EGLN1	EGFR	0.513
ARF1	CALM1	0.513
GRM1	SLC32A1	0.513
SYT5	VAMP7	0.513
SRC	GRM1	0.512
GABRG2	SLC17A7	0.512
KCNN2	KCND3	0.512
CALM1	EEF2	0.512
DCC	ITGA3	0.512
GAK	DBN1	0.512
CACNG8	GRIK5	0.512
DRD1	DLGAP3	0.512
GRM1	GABRB2	0.512
SYN2	GRIN1	0.512
COMT	OPRK1	0.512
ENSG00000196689	NTRK2	0.512
SYT6	VAMP7	0.512
CTTN	FLNA	0.512
GABRG2	KIF5A	0.512
CADM3	NLGN3	0.512
SYNGAP1	SCN2A	0.512
CHRNA2	CHRM1	0.512
AKT1	BACE1	0.512
PPP1R9A	RPL7	0.512
RAB11B	EEA1	0.512
CALM3	EGFR	0.512
OTOF	STX1A	0.511
KCNJ9	KCNA4	0.511
STXBP5	MYRIP	0.511
FCHO2	DNAJC6	0.511
GRIK1	SLC17A6	0.511
FAIM2	PSD2	0.511
DRD1	ACHE	0.511
PRKCZ	STXBP5L	0.511
HTT	EGFR	0.511
ARF1	EEA1	0.511
RAB27A	STX4	0.511
GAD2	GLRA4	0.511
SYNPR	HPCA	0.511
HCN3	CACNA1D	0.511
HOMER1	NPTX2	0.510
CDC42	ERBB4	0.510
GABRG2	KIF5C	0.510
SLC18A3	AP3D1	0.510
TMED9	DBN1	0.510
ACTC1	EEF1A2	0.510
SCN10A	KCNA4	0.510
ADRB1	ADD1	0.510
DLGAP1	CRIPT	0.510
GAP43	GRIA2	0.510
BDNF	SEMA4C	0.510
BDNF	HTR1B	0.510
BDNF	CHRNA1	0.510
PACSIN1	SYN1	0.510
RTN4	EFNA2	0.510
GRIK1	GAD1	0.510
HRAS	PLD2	0.510
PTK2B	PLD2	0.510
ATP2A2	ACTC1	0.510
KCNJ9	SYN1	0.510
GLRA4	GRIN2D	0.510
CYFIP1	GABRB3	0.510
CPE	SNAP25	0.510
OLFM3	SHANK1	0.510
